partNumber,depth,height,length,weight
"M69921,M69921,024052459364","74.5","10","53","46"
"M69931,M69931,024052459371","79.5","10","60","53"
"M69941,M69941,024052459388","79.5","10","76","67"
"M69951,M69951,024052459395","83.5","10","71","67"
"M71431,M71431,024052511826","79.5","14","60","70"
"M71441,M71441,024052511833","79.5","14","76","89"
"M71451,M71451,024052511840","83.5","14","72","90"
"M71451X,M71451X,024052854145","83.5","14","72","90"
"M72611,M72611,024052436532","74","8","37","25"
"M72621,M72621,024052436556","74","8","52","39"
"M72631,M72631,024052436594","79","8","59","46"
"M72641,M72641,024052436600","79","8","75","56"
"M72711,M72711,024052436624","74","12","37","37"
"M72721,M72721,024052436631","74","12","52","60"
"M72731,M72731,024052436655","79","12","59","62"
"M72741,M72741,024052436693","79","12","75","77"
"M72751,M72751,024052436709","83","12","71","80"
"B008-101,B008-101,024052691436","22","27.25","38","41"
"B008-125,B008-125,024052778519","28","26","28","33"
"B008-225,B008-225,024052778533","28","26","28","39"
"B008-327,B008-327,024052778540","18","45","39.88","46"
"B060-122,B060-122,024052796667","18.13","29.75","40.25","67"
"B060-22,B060-22,024052796674","18.13","29.75","40.13","66"
"B060-65,B060-65,024052789492","11.13","43.25","64.63","94"
"B060-91,B060-91,024052789515","15.88","22.13","20.13","33"
"B067-65,B067-65,024052789522","11","43.13","65.63","70"
"B067-91,B067-91,024052789546","15.5","24.13","19.5","35"
"B070-31,B070-31,024052373325","15.31","36.42","58.7","159"
"B070-36,B070-36,024052373332","0.98","35.35","41.34","22"
"B070-46,B070-46,024052373349","15.67","53.98","31.73","142"
"B070-55,B070-55,024052512380","78.78","52.87","56.38","56"
"B070-71,B070-71,024052792072","83.9","52.87","63.39","76"
"B070-72,B070-72,024052792089","83.9","52.87","79.88","93"
"B070-86,B070-86,024052512397","76.77","14.29","55","33"
"B070-92,B070-92,024052373394","15.31","24.37","21.69","38.4"
"B070-95,B070-95,024052863635","62.01","14.29","81.89","36"
"B070-96,B070-96,024052373417","81.89","14.29","62.01","31"
"B070-97,B070-97,024052373424","81.89","14.29","78.5","33"
"B076-260,B076-260,024052689549","74.5","8.88","41.75","33"
"B076-280,B076-280,024052689570","41.5","39","78","51"
"B076-671,B076-671,024052812169","78","40.38","41.5","36"
"B076-672,B076-672,024052812176","78","39.88","56.5","45"
"B076-681,B076-681,024052812183","82.75","39.88","63.5","52"
"B078-62P,B078-62P,024052783971","1.88","48","42.38","46"
"B080-182,B080-182,024052649178","86","53.5","82.75","101"
"B080-381,B080-381,024052672541","89.63","48.63","65.75","88"
"B080-382,B080-382,024052672558","89.75","44.75","82","99"
"B080-481,B080-481,024052672565","89.5","48.25","65.25","88"
"B080-482,B080-482,024052672572","89.5","44.75","81.75","99"
"B080-882,B080-882,024052649154","87","47.5","81.75","112"
"B081-162,B081-162,024052783995","78.25","34","42.75","86"
"B081-362P,B081-362P,024052784039","1.5","34.13","41.38","77"
"B081-362R,B081-362R,024052784046","40.63","4.38","74.75","41"
"B081-62D,B081-62D,024052689594","22","11.5","30","54"
"B082-156F,B082-156F,024052689679","41.75","79","78.13","60"
"B082-156S,B082-156S,024052689693","2.5","0.63","39.25","12"
"B082-161,B082-161,024052689709","79.75","61.25","43.5","79"
"B082-162,B082-162,024052689716","79.75","61","58.5","86"
"B082-256F,B082-256F,024052689747","41.75","79","78.13","59"
"B082-256P,B082-256P,024052689754","41.75","79","78.13","64"
"B082-261,B082-261,024052689778","79.75","61.25","43.25","76"
"B090-781,B090-781,024052560718","87","60","66.5","103"
"B090-782,B090-782,024052560725","87","60","82.5","121"
"B091-081,B091-081,024052789577","65.5","48.25","86.13","101"
"B091-181,B091-181,024052796704","86","48.13","65.5","92"
"B091-182,B091-182,024052796711","85.63","47.63","80","106"
"B092-50,B092-50,024052789591","19.75","11.25","38","101"
"B092-53,B092-53,024052789614","80","50.75","43.5","90"
"B095-772,B095-772,024052796735","75.88","9.88","56.25","63"
"B100-11,B100-11,024052090314","70.63","0.56","38.44","24"
"B100-12,B100-12,024052090321","70.63","0.56","53.38","34"
"B100-13,B100-13,024052125023","75.69","0.56","60.38","30"
"B100-14,B100-14,024052125030","75.69","0.56","76.94","37"
"B100-21,B100-21,024052100228","70.38","9","38.75","22.35"
"B100-31,B100-31,024052100310","70.25","9","61","26.85"
"B100-66,B100-66,024052100662","70.25","9","61","37.35"
"B1013-154,B1013-154,024052859294","84.37","16.69","62.64","43"
"B1013-156,B1013-156,024052859300","84.37","16.69","79.13","52"
"B1013-157,B1013-157,024052859317","6.46","42.6","72.17","49"
"B1013-158,B1013-158,024052859324","6.46","42.6","89.17","59"
"B1013-231,B1013-231,024052859331","19.69","32.56","62.01","174"
"B1013-345,B1013-345,024052859348","19.69","49.41","40.71","169"
"B1013-36,B1013-36,024052859355","1.3","27.68","38.86","16"
"B1013-54,B1013-54,024052859362","3.78","17.28","62.72","27"
"B1013-56,B1013-56,024052859379","3.78","17.28","79.21","33"
"B1013-57,B1013-57,024052859386","6.42","52.64","63.15","53"
"B1013-58,B1013-58,024052859393","6.42","52.64","79.65","63"
"B1013-92,B1013-92,024052859409","15.79","21.97","21.3","37"
"B1013-95,B1013-95,024052859416","82.44","14.29","62.01","36"
"B102-59S,B102-59S,024052105582","70.38","0.63","38.38","30.86"
"B103-59R,B103-59R,024052105643","76","16.63","40.38","52.91"
"B1036-102,B1036-102,024052842852","8.11","29.76","21.26","36"
"B1036-231,B1036-231,024052842869","19.33","35.63","62.01","179"
"B1036-345,B1036-345,024052842876","19.33","52.48","44.65","163"
"B1036-36,B1036-36,024052842883","1.3","27.68","38.86","16"
"B1036-54,B1036-54,024052842890","1.73","20.39","62.83","23"
"B1036-56,B1036-56,024052842906","1.73","20.39","79.33","29"
"B1036-57,B1036-57,024052842913","1.5","51.34","62.68","42"
"B1036-58,B1036-58,024052842920","1.5","51.34","79.17","48"
"B1036-92,B1036-92,024052842937","15.43","25","21.3","40"
"B1036-96,B1036-96,024052842944","82.44","14.29","62.28","32"
"B1036-97,B1036-97,024052842951","82.44","14.29","78.78","35.1"
"B1050-31,B1050-31,024052823967","15.31","36.42","58.7","151"
"B1050-36,B1050-36,024052823974","0.98","30.67","41.85","19"
"B1050-46,B1050-46,024052823981","15.31","53.94","31.73","144"
"B1050-50,B1050-50,024052845464","78.9","14.17","15.35","46"
"B1050-52,B1050-52,024052845471","4.45","20.39","40.51","27"
"B1050-53,B1050-53,024052845488","4.45","48.5","40.51","45"
"B1050-54,B1050-54,024052823998","4.45","20.39","62.52","35"
"B1050-54S,B1050-54S,024052824056","15.35","16.77","62.52","53"
"B1050-56,B1050-56,024052824063","4.45","20.39","79.02","42"
"B1050-56S,B1050-56S,024052824070","15.35","16.77","79.02","61"
"B1050-57,B1050-57,024052824094","4.45","48.5","62.52","55"
"B1050-58,B1050-58,024052824100","4.45","48.5","79.02","65"
"B1050-60,B1050-60,024052824117","15.35","14.17","81.89","50"
"B1050-83,B1050-83,024052845495","78.9","7.17","40.28","29"
"B1050-84,B1050-84,024052845501","4.45","20.39","55.51","33"
"B1050-84S,B1050-84S,024052845617","15.35","16.77","55.51","48"
"B1050-86,B1050-86,024052845518","78.9","14.29","55.28","30"
"B1050-87,B1050-87,024052845525","4.45","48.5","55.51","53"
"B1050-89,B1050-89,024052845532","78.9","7.17","55","29"
"B1050-92,B1050-92,024052824124","15.31","24.37","21.69","41"
"B1050-95,B1050-95,024052824131","84.02","14.29","62.01","36"
"B1050-96,B1050-96,024052824148","84.02","14.29","62.28","30"
"B1050-97,B1050-97,024052824155","84.02","14.29","78.78","33"
"B1055-231,B1055-231,024052859621","19.53","36.46","59.53","170"
"B1055-245,B1055-245,024052859638","19.53","51.06","30.24","130"
"B1055-36,B1055-36,024052859645","1.26","46.54","40.39","23"
"B1055-64,B1055-64,024052859652","5.83","26.42","64.33","48"
"B1055-66,B1055-66,024052859669","5.83","26.42","80.79","56"
"B1055-67,B1055-67,024052859676","3.43","61.5","64.96","71"
"B1055-68,B1055-68,024052859683","3.43","61.54","81.46","87"
"B1055-92,B1055-92,024052859690","15.59","26.57","24.41","41"
"B1055-96,B1055-96,024052859706","82.44","14.29","62.01","32"
"B1055-97,B1055-97,024052859713","82.44","14.29","78.5","32"
"B106-56,B106-56,024052082388","56","59.63","78.5","99.21"
"B106-59,B106-59,024052491111","75","61.63","40.75","90"
"B1126-35,B1126-35,024052831894","1.3","30.67","41.85","19"
"B1126-62,B1126-62,024052831917","7.09","28.46","40.83","35"
"B1126-74,B1126-74,024052831931","7.09","28.46","62.83","45"
"B1126-82,B1126-82,024052831955","71.42","7.17","40.28","21"
"B1126-84,B1126-84,024052831962","7.09","28.46","55.83","37"
"B1126-88,B1126-88,024052831986","71.42","11.18","55","26"
"B1145-231,B1145-231,024052842982","19.53","40","60.83","175"
"B1145-345,B1145-345,024052842999","19.53","51.02","44.25","158"
"B1145-36,B1145-36,024052843002","1.3","30.67","41.85","19"
"B1145-54,B1145-54,024052843019","1.5","19.72","62.64","28"
"B1145-57,B1145-57,024052843026","1.77","52.68","62.99","65"
"B1145-62,B1145-62,024052843033","6.06","61.26","12.13","37"
"B1145-64,B1145-64,024052843040","6.06","32.13","64.61","47"
"B1145-66,B1145-66,024052843057","6.06","32.13","81.1","53"
"B1145-67,B1145-67,024052843064","1.77","29.76","58.5","52"
"B1145-68,B1145-68,024052843071","1.77","29.84","75.04","62"
"B1145-84,B1145-84,024052843088","1.5","19.72","55.63","26"
"B1145-86,B1145-86,024052843095","78.9","14.29","55.28","30"
"B1145-92,B1145-92,024052843101","15.55","25.75","23.66","45"
"B1145-96,B1145-96,024052843118","84.02","14.29","62.28","32"
"B1145-98,B1145-98,024052843125","82.44","14.29","62.28","32"
"B1145-99,B1145-99,024052843132","82.44","14.29","78.78","34"
"B1190-31,B1190-31,024052741476","15.59","36.77","58.98","165"
"B1190-36,B1190-36,024052741483","1.3","30.67","41.85","19"
"B1190-44,B1190-44,024052741490","15.59","46.85","31.81","124"
"B1190-54,B1190-54,024052824896","1.5","19.96","63.39","25"
"B1190-55,B1190-55,024052741506","78.78","52.87","56.38","60"
"B1190-56,B1190-56,024052824902","1.5","19.96","79.88","31"
"B1190-57,B1190-57,024052824919","2.99","60.75","64.33","70"
"B1190-58,B1190-58,024052824926","2.99","60.75","80.83","85"
"B1190-71,B1190-71,024052741513","82.32","52.87","63.39","66"
"B1190-72,B1190-72,024052741520","82.32","52.87","79.88","83"
"B1190-86,B1190-86,024052741537","76.77","14.29","55","28"
"B1190-92,B1190-92,024052741544","15.59","24.72","21.69","43"
"B1190-96,B1190-96,024052741551","80.31","14.29","62.01","31"
"B1190-97,B1190-97,024052741568","80.31","14.29","78.5","33"
"B1190-98,B1190-98,024052824933","82.44","14.29","62.28","32"
"B1190-99,B1190-99,024052824940","82.44","14.29","78.78","34"
"B1191-31,B1191-31,024052741575","15.59","36.77","58.98","165"
"B1191-36,B1191-36,024052741582","1.3","30.67","41.85","19"
"B1191-44,B1191-44,024052741599","15.59","46.65","31.81","124"
"B1191-54,B1191-54,024052824957","1.5","19.96","63.39","25"
"B1191-55,B1191-55,024052741605","78.78","52.87","56.38","60"
"B1191-56,B1191-56,024052824964","1.5","19.96","79.88","31"
"B1191-57,B1191-57,024052824971","2.99","60.75","64.33","70"
"B1191-58,B1191-58,024052824988","2.99","60.75","80.83","85"
"B1191-71,B1191-71,024052741612","82.32","52.87","63.39","66"
"B1191-72,B1191-72,024052741629","82.32","52.87","79.88","83"
"B1191-86,B1191-86,024052741636","76.77","14.29","55","28"
"B1191-92,B1191-92,024052741643","15.59","24.72","21.69","43"
"B1191-96,B1191-96,024052741650","80.31","14.29","62.01","31"
"B1191-97,B1191-97,024052741667","80.31","14.29","78.5","33"
"B1191-98,B1191-98,024052824995","82.44","14.29","62.28","32"
"B1191-99,B1191-99,024052825008","82.44","14.29","78.78","34"
"B1192-31,B1192-31,024052741674","15.59","36.77","58.98","165"
"B1192-36,B1192-36,024052741681","1.3","30.67","41.85","19"
"B1192-44,B1192-44,024052741698","15.59","46.65","31.81","124"
"B1192-54,B1192-54,024052825015","1.5","19.96","63.39","25"
"B1192-55,B1192-55,024052741704","78.78","52.87","56.38","60"
"B1192-56,B1192-56,024052825022","1.5","19.96","79.88","31"
"B1192-57,B1192-57,024052825039","2.99","60.75","64.33","70"
"B1192-58,B1192-58,024052825046","2.99","60.75","80.83","85"
"B1192-71,B1192-71,024052741711","82.32","52.87","63.39","66"
"B1192-72,B1192-72,024052741728","82.32","52.87","79.88","83"
"B1192-86,B1192-86,024052741735","76.77","14.29","55","28"
"B1192-92,B1192-92,024052741742","15.59","24.72","21.69","43"
"B1192-96,B1192-96,024052741759","80.31","14.29","62.01","31"
"B1192-97,B1192-97,024052741766","80.31","14.29","78.5","33"
"B1192-98,B1192-98,024052825053","82.44","14.29","62.28","32"
"B1192-99,B1192-99,024052825060","82.44","14.29","78.78","34"
"B1199-154,B1199-154,024052880984","82.52","15.28","62.64","43"
"B1199-156,B1199-156,024052880991","82.52","15.28","79.13","46"
"B1199-184,B1199-184,024052881004","77.4","15.28","55.63","39"
"B1199-231,B1199-231,024052881011","19.65","35.67","62.01","174"
"B1199-345,B1199-345,024052881028","19.69","52.48","40.71","169"
"B1199-36,B1199-36,024052881035","1.3","27.68","38.86","16"
"B1199-57,B1199-57,024052881042","6.42","52.64","63.15","53"
"B1199-58,B1199-58,024052881059","6.38","52.64","79.65","63"
"B1199-72,B1199-72,024052884616","86.13","46.5","62.25","128"
"B1199-81,B1199-81,024052881066","87","46.5","68.88","141"
"B1199-82,B1199-82,024052881073","89.88","46.5","85.13","165"
"B1199-87,B1199-87,024052881080","6.42","52.64","56.14","42"
"B1199-91,B1199-91,024052881097","15.79","25","21.3","32"
"B1199-94,B1199-94,024052881103","95","46.5","81","163"
"B128-31,B128-31,024052042030","15.83","32.48","59.76","144"
"B128-36,B128-36,024052042047","1.46","41.06","37.24","34"
"B128-46,B128-46,024052042061","15.83","44.69","29.76","119"
"B128-62,B128-62,024052042078","7.09","28.46","40.83","35"
"B128-63,B128-63,024052042085","7.09","44.49","40.67","35"
"B128-74,B128-74,024052042092","7.09","28.46","62.83","45"
"B128-77,B128-77,024052042108","7.09","44.49","62.68","45"
"B128-82,B128-82,024052042115","71.42","7.17","40.28","21"
"B128-84,B128-84,024052042122","7.09","28.46","55.83","37"
"B128-87,B128-87,024052042139","7.09","44.49","55.67","40"
"B128-88,B128-88,024052042146","71.42","11.18","55","26"
"B128-92,B128-92,024052042153","15.83","24.45","20.28","39"
"B128-98,B128-98,024052042160","76.93","11.18","62.01","28"
"B129-31,B129-31,024052393491","15.83","32.48","59.76","144"
"B129-36,B129-36,024052393514","1.46","41.06","37.24","34"
"B129-46,B129-46,024052393545","15.83","44.69","29.76","119"
"B129-62,B129-62,024052393552","7.09","28.46","40.83","35"
"B129-63,B129-63,024052393569","7.09","44.49","40.67","35"
"B129-74,B129-74,024052393590","7.09","28.46","62.83","45"
"B129-77,B129-77,024052393613","7.09","44.49","62.68","45"
"B129-82,B129-82,024052393637","71.42","7.17","40.28","21"
"B129-84,B129-84,024052393644","7.09","28.46","55.83","37"
"B129-87,B129-87,024052393651","7.09","44.49","55.67","40"
"B129-88,B129-88,024052393668","71.42","11.18","55","26"
"B129-92,B129-92,024052393675","15.83","24.41","20.28","37"
"B129-98,B129-98,024052393699","76.93","11.18","62.01","28"
"B1290-31,B1290-31,024052839432","15.59","36.77","58.98","165"
"B1290-36,B1290-36,024052839449","1.3","30.67","41.85","19"
"B1290-44,B1290-44,024052839456","15.59","46.85","31.81","124"
"B1290-71,B1290-71,024052839463","82.32","52.87","63.39","66"
"B1290-72,B1290-72,024052839470","82.32","52.87","79.88","83"
"B1290-92,B1290-92,024052839487","15.59","24.72","21.69","43"
"B1290-98,B1290-98,024052839494","80.31","14.29","62.01","30"
"B1290-99,B1290-99,024052839500","80.31","14.29","78.5","34"
"B130-381,B130-381,024052389159","87.5","60.75","66.25","98"
"B130-382,B130-382,024052389166","87.25","60.5","82","106"
"B130-581,B130-581,024052389173","86.5","60.75","66.75","91"
"B130-582,B130-582,024052389180","83.5","60.5","81.75","102"
"B1323-150,B1323-150,024052881110","15","14.41","76.77","98"
"B1323-221,B1323-221,024052881127","19.29","35.67","50.63","145"
"B1323-245,B1323-245,024052881134","19.33","52.48","31.69","142"
"B1323-36,B1323-36,024052881141","1.3","27.68","38.86","16"
"B1323-50,B1323-50,024052881158","15.08","13.66","76.77","83"
"B1323-52,B1323-52,024052881165","0.75","14.84","42.09","10"
"B1323-53,B1323-53,024052881172","2.24","60.47","40.83","46.9"
"B1323-84,B1323-84,024052881189","0.75","14.84","57.09","15"
"B1323-87,B1323-87,024052881196","2.24","60.47","57.01","58.34"
"B1323-89,B1323-89,024052881202","76.77","14.29","40","29"
"B1323-91,B1323-91,024052881219","15.43","25","21.3","38"
"B138-31,B138-31,024052009101","16.18","34.09","63.31","161"
"B138-36,B138-36,024052009118","2.48","40.28","38.35","29"
"B138-46,B138-46,024052009132","16.22","53.94","33.31","149"
"B138-52,B138-52,024052118629","3.86","21.38","43.11","26"
"B138-53,B138-53,024052118636","2.68","53.31","42.8","40"
"B138-54,B138-54,024052009149","3.86","21.38","65.04","38"
"B138-56,B138-56,024052009156","3.86","21.38","81.65","48"
"B138-57,B138-57,024052023985","2.68","53.31","64.8","56"
"B138-58,B138-58,024052041118","2.68","53.31","81.3","68"
"B138-83,B138-83,024052118643","78.9","7.17","40.28","28"
"B138-84,B138-84,024052085716","3.86","21.38","58.11","35"
"B138-86,B138-86,024052107654","78.9","12.95","55.28","30"
"B138-87,B138-87,024052109047","2.68","53.31","57.8","50"
"B138-91,B138-91,024052118131","16.14","24.37","22.48","40"
"B138-96,B138-96,024052118148","84.02","12.95","62.28","35"
"B138-97,B138-97,024052118155","84.02","12.95","78.78","37"
"B1388-231,B1388-231,024052832013","19.33","35.63","62.01","179"
